,run_id,reduced_pattern,void_fraction,correlation,void_fraction_corr,error,abs_error
269,25,slug,0.49836908301250005,tibirica,0.6394239660909589,0.14105488307845881,0.14105488307845881
270,28,plug,0.24102238166249998,tibirica,0.3579314312546537,0.11690904959215373,0.11690904959215373
271,29,plug,0.21646753070000005,tibirica,0.34459551666731025,0.1281279859673102,0.1281279859673102
272,31,plug,0.367303725425,tibirica,0.4220241951698539,0.054720469744853895,0.054720469744853895
273,32,plug,0.41731363495000007,tibirica,0.44799025554599853,0.03067662059599846,0.03067662059599846
274,33,plug,0.48740399995000006,tibirica,0.5071905634869954,0.019786563536995372,0.019786563536995372
275,34,plug,0.45857368557500006,tibirica,0.5988856094061876,0.14031192383118757,0.14031192383118757
276,35,plug,0.455089220575,tibirica,0.7438275564078428,0.2887383358328428,0.2887383358328428
277,36,plug,0.547265918925,tibirica,0.6734672165375073,0.1262012976125073,0.1262012976125073
278,40,wavy,0.8663639310461123,tibirica,0.9132692021691887,0.04690527112307641,0.04690527112307641
279,41,wavy,0.855995121358206,tibirica,0.8679910386241877,0.011995917265981704,0.011995917265981704
280,44,wavy,0.8694261936029785,tibirica,0.8390207445866609,-0.030405449016317587,0.030405449016317587
281,45,wavy,0.8750650247738968,tibirica,0.8625264511292472,-0.012538573644649609,0.012538573644649609
282,46,wavy,0.8684843965509627,tibirica,0.8809634226937234,0.012479026142760752,0.012479026142760752
283,47,wavy,0.8811205891501942,tibirica,0.8992891018887746,0.018168512738580445,0.018168512738580445
284,50,bubbly,0.05136833295000001,tibirica,0.17264062757852044,0.12127229462852043,0.12127229462852043
285,53,bubbly,0.2215386873375,tibirica,0.3235104038084843,0.10197171647098427,0.10197171647098427
286,54,dispersed,0.35900094071249994,tibirica,0.4054949042486782,0.04649396353617824,0.04649396353617824
287,55,dispersed,0.33286831282499996,tibirica,0.38898018347275587,0.05611187064775591,0.05611187064775591
288,56,slug,0.427489732525,tibirica,0.442274265792728,0.014784533267727995,0.014784533267727995
289,57,slug,0.39035104435,tibirica,0.4225463237010748,0.0321952793510748,0.0321952793510748
290,58,slug,0.2870094606,tibirica,0.35691248494962335,0.06990302434962337,0.06990302434962337
291,59,bubbly,0.18679983186250002,tibirica,0.2879685583864287,0.10116872652392869,0.10116872652392869
292,60,bubbly,0.13385888827500003,tibirica,0.24661385155175738,0.11275496327675735,0.11275496327675735
293,61,bubbly,0.08804499772500003,tibirica,0.1955026446381979,0.10745764691319785,0.10745764691319785
294,62,bubbly,0.07169507240000003,tibirica,0.20059948895445925,0.12890441655445922,0.12890441655445922
295,63,bubbly,0.008331895762500036,tibirica,0.23249723707033507,0.22416534130783503,0.22416534130783503
296,64,bubbly,0.03021774857500004,tibirica,0.28860152706910813,0.2583837784941081,0.2583837784941081
297,65,bubbly,0.06568017152500003,tibirica,0.3338058883767611,0.2681257168517611,0.2681257168517611
298,66,plug,0.17284123943750004,tibirica,0.40293460089603167,0.23009336145853163,0.23009336145853163
299,67,slug,0.4347662752125001,tibirica,0.49555434560575573,0.06078807039325562,0.06078807039325562
300,68,plug,0.20671683447500006,tibirica,0.28243514844532136,0.0757183139703213,0.0757183139703213
301,69,plug,0.2958856214125,tibirica,0.3462810743998092,0.050395452987309186,0.050395452987309186
302,74,dispersed,0.8570035427125,tibirica,0.4951606967201111,-0.3618428459923889,0.3618428459923889
303,75,dispersed,0.8554647346000002,tibirica,0.5368733170895228,-0.31859141751047737,0.31859141751047737
304,76,dispersed,0.862082867025,tibirica,0.6147612013499772,-0.24732166567502278,0.24732166567502278
305,77,dispersed,0.8674570132125001,tibirica,0.6574567594916385,-0.21000025372086162,0.21000025372086162
